job_id,job_role,industry,country,year,automation_risk_percent,ai_replacement_score,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percent,skill_demand_growth_percent,remote_feasibility_score,ai_adoption_level,education_requirement_level,automation_risk_category,skill_transition_pressure,wage_volatility_index,reskilling_urgency_score,ai_disruption_intensity,cost_of_living_index,rent_index,cost_of_living_plus_rent_index,groceries_index,restaurant_price_index,local_purchasing_power_index,period,continent,company_name,company_size,location,remote_allow_percentage,employment_type,experience_level,education_level,top_skills,required_cloud_cert,open_source_contributions_required,salary_usd,equity_offered,expected_weekly_hours,hiring_urgency_score,benefit_stars,job_posted_date,automation_risk,visa_sponsorship,prosperity_score
97,hr manager,Education,india,2026,34.24,32.15,73.75,84266.15,82078.68,-2.6,-10.03,22.68,17.64,2,Medium,53.995000000000005,2.6,36.601,6.039936,18.9,4.3,12.4,21.6,15.6,76.4,year,Asia,,,,,,,,,,,,,,,,,,,434278.7301587302
98,hr manager,Manufacturing,germany,2021,44.89,43.43,91.48,73487.27,87074.74,18.49,16.27,11.18,66.35,1,Medium,68.185,18.49,50.947,29.784514999999995,70.6,29.6,51.0,54.7,65.0,93.7,year,Europe,,,,,,,,,,,,,,,,,,,123335.32577903684
99,software engineer,Manufacturing,japan,2024,12.46,14.76,14.87,79754.89,100278.7,25.73,5.59,16.04,75.0,1,Low,13.665,25.73,17.164,9.345,50.7,15.1,33.8,55.4,30.9,99.5,year,Asia,,,,,,,,,,,,,,,,,,,197788.3629191321
100,truck driver,Transportation,germany,2025,39.69,46.01,20.51,52882.53,52709.32,-0.33,-0.43,60.84,6.57,4,Medium,30.1,0.33,22.128,2.6076330000000003,58.4,22.4,42.4,56.7,57.5,127.1,year,Europe,,,,,,,,,,,,,,,,,,,90255.68493150684
101,truck driver,Transportation,germany,2021,79.29,77.81,52.44,82891.53,93220.52,12.46,-15.73,23.97,18.19,1,High,65.86500000000001,12.46,51.18600000000001,14.422851000000003,70.6,29.6,51.0,54.7,65.0,93.7,year,Europe,,,,,,,,,,,,,,,,,,,132040.39660056657
102,data analyst,Transportation,germany,2021,60.32,71.09,37.33,62489.36,55549.44,-11.11,22.52,12.28,15.62,5,High,48.825,11.11,38.66,9.421984,70.6,29.6,51.0,54.7,65.0,93.7,year,Europe,,,,,,,,,,,,,,,,,,,78681.92634560907
103,truck driver,Technology,brazil,2021,75.12,79.89,2.71,56636.66,60723.97,7.22,-6.29,11.77,10.41,1,High,38.915,7.22,33.027,7.819992000000001,31.8,8.1,20.5,25.4,22.5,28.7,year,South America,,,,,,,,,,,,,,,,,,,190955.88050314467
104,truck driver,Healthcare,japan,2025,80.99,70.58,65.27,58581.93,57174.06,-2.4,1.25,75.0,85.57,5,High,73.13,2.4,52.697,69.30314299999999,45.6,14.1,31.6,54.5,29.4,119.8,year,Asia,,,,,,,,,,,,,,,,,,,125381.71052631579
105,financial analyst,Education,japan,2024,68.12,65.31,66.81,54598.12,57836.34,5.93,1.9,11.17,8.55,5,High,67.465,5.93,49.07000000000001,5.824260000000001,50.7,15.1,33.8,55.4,30.9,99.5,year,Asia,,,,,,,,,,,,,,,,,,,114075.62130177514
106,teacher,Energy,uk,2025,24.55,19.9,18.14,99964.99,109202.02,9.24,3.15,83.57,34.18,4,Low,21.345,9.24,18.034,8.39119,59.2,30.0,46.3,54.8,65.3,119.9,year,Europe,,,,,,,,,,,,,,,,,,,184462.87162162163
107,truck driver,Retail,germany,2026,43.16,41.08,59.03,62167.64,54207.51,-12.8,22.55,59.68,43.61,3,Medium,51.095,12.8,38.813,18.822076,68.7,24.6,49.0,64.9,66.9,138.3,year,Europe,,,,,,,,,,,,,,,,,,,78904.67248908296
108,financial analyst,Energy,germany,2022,30.61,36.1,76.36,46813.58,46637.4,-0.38,16.03,90.51,79.99,4,Medium,53.485,0.38,35.266,24.484939,65.6,27.6,47.8,52.3,60.9,103.1,year,Europe,,,,,,,,,,,,,,,,,,,71093.59756097561
109,data analyst,Retail,germany,2022,29.76,24.08,26.87,94996.11,82188.87,-13.48,12.43,22.54,83.49,3,Low,28.315,13.48,24.009000000000004,24.846624,65.6,27.6,47.8,52.3,60.9,103.1,year,Europe,,,,,,,,,,,,,,,,,,,125287.91158536584
110,mechanical engineer,Finance,uk,2021,78.91,79.72,17.17,62676.88,63904.38,1.96,-4.78,34.66,55.42,2,High,48.04,1.96,37.303,43.731922,71.0,31.6,52.2,56.4,74.7,82.6,year,Europe,,,,,,,,,,,,,,,,,,,90006.1690140845
111,teacher,Healthcare,germany,2020,55.6,62.93,20.64,31319.5,32121.37,2.56,14.83,64.05,66.5,4,Medium,38.120000000000005,2.56,29.200000000000003,36.974,65.3,27.1,47.0,49.2,61.6,102.4,year,Europe,,,,,,,,,,,,,,,,,,,49190.459418070444
112,teacher,Education,brazil,2023,22.28,25.97,41.88,75976.62,71229.46,-6.25,5.26,24.97,73.8,4,Low,32.08,6.25,23.351,16.44264,34.7,8.3,22.1,29.3,26.4,28.7,year,South America,,,,,,,,,,,,,,,,,,,205272.2190201729
113,software engineer,Manufacturing,singapore,2023,5.8,6.04,24.53,76715.47,69632.85,-9.23,-8.52,74.71,29.71,5,Low,15.165,9.23,12.448,1.7231800000000002,85.9,85.3,85.6,74.0,58.4,95.6,year,Asia,,,,,,,,,,,,,,,,,,,81062.6891734575
114,software engineer,Transportation,japan,2020,39.65,39.27,66.37,142419.57,130194.87,-8.58,12.0,12.81,26.23,3,Medium,53.010000000000005,8.58,38.345,10.400194999999998,83.3,26.0,55.9,81.8,48.9,87.3,year,Asia,,,,,,,,,,,,,,,,,,,156296.362545018
115,hr manager,Transportation,singapore,2024,51.66,42.39,49.64,101621.14,113300.19,11.49,-2.03,19.59,7.51,5,Medium,50.65,11.49,39.003,3.879666,81.9,71.9,77.1,75.0,55.3,103.0,year,Asia,,,,,,,,,,,,,,,,,,,138339.67032967033
116,marketing specialist,Manufacturing,japan,2021,60.97,60.86,68.84,82179.28,87995.54,7.08,-0.62,81.95,69.47,3,High,64.905,7.08,47.16400000000001,42.355859,87.8,28.0,59.2,90.5,49.7,76.5,year,Asia,,,,,,,,,,,,,,,,,,,100222.71070615033
117,teacher,Energy,usa,2023,29.05,30.1,36.1,40989.85,40684.75,-0.74,11.21,26.66,54.19,3,Low,32.575,0.74,22.672000000000004,15.742195,72.4,47.1,60.3,71.4,70.8,115.7,year,North America,,,,,,,,,,,,,,,,,,,56194.40607734806
118,teacher,Healthcare,japan,2021,71.11,77.71,80.66,109054.0,118148.26,8.34,9.59,32.47,48.94,5,High,75.88499999999999,8.34,55.144,34.801234,87.8,28.0,59.2,90.5,49.7,76.5,year,Asia,,,,,,,,,,,,,,,,,,,134565.21640091116
119,financial analyst,Technology,singapore,2024,25.48,30.46,94.41,34731.22,36223.33,4.3,7.08,26.25,56.79,5,Low,59.945,4.3,39.805,14.470092,81.9,71.9,77.1,75.0,55.3,103.0,year,Asia,,,,,,,,,,,,,,,,,,,44228.730158730155
120,software engineer,Finance,singapore,2021,64.08,52.14,69.74,65681.88,65422.08,-0.4,11.82,87.58,84.45,4,High,66.91,0.4,46.674,54.11556,85.6,64.8,75.6,75.3,62.1,83.6,year,Asia,,,,,,,,,,,,,,,,,,,76427.66355140187
121,accountant,Technology,canada,2023,32.34,36.59,3.7,101552.39,97139.97,-4.34,1.91,16.93,69.63,3,Medium,18.020000000000003,4.34,15.348,22.518342000000004,66.1,33.4,50.4,64.2,62.8,102.1,year,North America,,,,,,,,,,,,,,,,,,,146959.1074130106
122,customer support rep,Energy,australia,2022,48.79,53.18,6.54,67834.84,77650.39,14.47,6.97,38.69,62.59,4,Medium,27.665,14.47,25.819000000000003,30.537661000000003,77.7,36.8,58.6,77.4,73.0,104.6,year,Oceania,,,,,,,,,,,,,,,,,,,99936.15186615186
123,hr manager,Transportation,canada,2026,72.02,75.36,23.3,32928.09,33199.04,0.82,15.65,94.52,79.88,1,High,47.66,0.82,36.044,57.529576,63.0,31.5,48.9,69.6,64.1,119.4,year,North America,,,,,,,,,,,,,,,,,,,52696.8888888889
124,truck driver,Technology,brazil,2020,94.86,89.19,76.72,78231.71,96216.38,22.99,1.37,88.63,98.41,3,High,85.78999999999999,22.99,67.857,93.351726,40.2,10.6,26.1,29.2,30.8,32.8,year,South America,,,,,,,,,,,,,,,,,,,239344.2288557214
125,customer support rep,Finance,usa,2026,78.78,76.19,42.14,118509.88,113530.25,-4.2,2.18,41.92,28.72,1,High,60.46,4.2,45.414,22.625616,68.8,40.7,56.3,74.0,72.8,146.0,year,North America,,,,,,,,,,,,,,,,,,,165014.89825581395
126,customer support rep,Manufacturing,usa,2024,45.74,40.87,4.21,32144.87,32033.38,-0.35,7.34,44.59,67.96,2,Medium,24.975,0.35,19.664000000000005,31.084904,72.9,44.7,59.5,74.2,68.4,120.9,year,North America,,,,,,,,,,,,,,,,,,,43941.53635116598
127,customer support rep,Healthcare,japan,2025,40.28,47.53,78.63,40729.32,44738.4,9.84,2.86,95.03,46.74,1,Medium,59.455,9.84,42.653,18.826872,45.6,14.1,31.6,54.5,29.4,119.8,year,Asia,,,,,,,,,,,,,,,,,,,98110.52631578947
128,marketing specialist,Manufacturing,japan,2025,52.94,45.89,99.12,57800.6,58762.71,1.66,9.92,64.7,51.27,3,Medium,76.03,1.66,51.41,27.142338,45.6,14.1,31.6,54.5,29.4,119.8,year,Asia,,,,,,,,,,,,,,,,,,,128865.59210526316
129,mechanical engineer,Healthcare,india,2026,26.15,22.76,22.05,52372.59,49034.43,-6.37,16.89,15.21,96.91,2,Low,24.1,6.37,18.986000000000004,25.341964999999995,18.9,4.3,12.4,21.6,15.6,76.4,year,Asia,,,,,,,,,,,,,,,,,,,259441.4285714286
130,hr manager,Finance,usa,2022,71.87,84.16,99.49,50867.43,58093.17,14.21,-0.71,72.64,15.39,5,High,85.68,14.21,62.858,11.060793,70.1,42.1,57.0,70.4,70.1,106.3,year,North America,,,,,,,,,,,,,,,,,,,82871.8544935806
131,teacher,Transportation,germany,2020,67.11,59.71,22.38,94436.93,109051.09,15.48,22.96,18.23,87.75,5,High,44.745,15.48,38.202,58.889025,65.3,27.1,47.0,49.2,61.6,102.4,year,Europe,,,,,,,,,,,,,,,,,,,167000.13782542114
132,customer support rep,Finance,canada,2026,43.59,37.13,88.87,144678.18,148814.03,2.86,8.34,68.97,55.09,5,Medium,66.23,2.86,44.955000000000005,24.013731000000003,63.0,31.5,48.9,69.6,64.1,119.4,year,North America,,,,,,,,,,,,,,,,,,,236212.746031746
133,data analyst,Technology,australia,2024,6.09,5.87,37.27,61170.45,60967.81,-0.33,22.95,17.29,22.02,4,Low,21.68,0.33,13.716,1.341018,72.8,36.6,55.6,73.9,66.9,93.6,year,Oceania,,,,,,,,,,,,,,,,,,,83746.99175824175
134,mechanical engineer,Finance,brazil,2025,57.83,48.02,85.12,89417.58,112012.8,25.27,-0.31,84.22,34.78,3,Medium,71.475,25.27,56.24900000000001,20.113274,25.6,7.2,17.4,25.9,22.5,42.3,year,South America,,,,,,,,,,,,,,,,,,,437550.0
135,software engineer,Transportation,japan,2020,47.46,48.71,26.7,135435.6,143435.17,5.91,16.09,86.55,86.73,4,Medium,37.08,5.91,28.767,41.16205800000001,83.3,26.0,55.9,81.8,48.9,87.3,year,Asia,,,,,,,,,,,,,,,,,,,172191.0804321729
136,mechanical engineer,Energy,uk,2023,59.59,67.62,69.75,111616.89,127044.12,13.82,11.49,24.27,88.09,2,Medium,64.67,13.82,48.907,52.492831,61.5,30.3,46.6,47.7,67.9,98.9,year,Europe,,,,,,,,,,,,,,,,,,,206575.80487804874
137,financial analyst,Retail,brazil,2026,71.03,57.65,82.58,45464.38,50949.7,12.07,-3.17,24.47,81.8,4,High,76.805,12.07,56.807,58.10254,30.1,8.5,20.5,30.0,26.0,46.1,year,South America,,,,,,,,,,,,,,,,,,,169268.10631229234
138,truck driver,Transportation,canada,2022,83.25,83.5,0.64,64444.58,65676.11,1.91,5.46,66.86,25.98,2,High,41.945,1.91,34.065000000000005,21.62835,70.2,34.3,53.4,70.0,67.9,88.0,year,North America,,,,,,,,,,,,,,,,,,,93555.71225071224
139,data analyst,Retail,japan,2021,44.38,45.09,77.98,42837.68,43905.98,2.49,20.77,96.67,34.19,4,Medium,61.18000000000001,2.49,41.893,15.173522,87.8,28.0,59.2,90.5,49.7,76.5,year,Asia,,,,,,,,,,,,,,,,,,,50006.81093394078
140,marketing specialist,Transportation,australia,2020,54.28,63.66,10.25,142467.42,136107.19,-4.46,6.94,37.09,70.82,4,Medium,32.265,4.46,26.125000000000004,38.441096,73.5,34.9,55.0,67.2,70.3,107.3,year,Oceania,,,,,,,,,,,,,,,,,,,185179.85034013606
141,mechanical engineer,Healthcare,japan,2021,14.71,15.2,34.59,104509.86,98668.58,-5.59,8.77,78.24,2.46,3,Low,24.65,5.59,17.938000000000002,0.3618659999999999,87.8,28.0,59.2,90.5,49.7,76.5,year,Asia,,,,,,,,,,,,,,,,,,,112378.79271070616
142,hr manager,Education,canada,2024,11.55,10.73,48.86,122448.89,115650.53,-5.55,23.81,34.63,99.71,3,Low,30.205,5.55,20.943,11.516505,68.4,36.0,53.1,70.7,64.0,83.3,year,North America,,,,,,,,,,,,,,,,,,,169079.7222222222
143,financial analyst,Technology,brazil,2021,39.83,39.06,16.36,125377.15,112573.22,-10.21,12.08,17.41,68.05,1,Medium,28.095,10.21,23.903,27.104315,31.8,8.1,20.5,25.4,22.5,28.7,year,South America,,,,,,,,,,,,,,,,,,,354003.8364779874
144,customer support rep,Transportation,japan,2024,70.82,64.39,95.09,48126.95,51256.17,6.5,4.01,47.78,63.85,2,High,82.955,6.5,58.80500000000001,45.21857,50.7,15.1,33.8,55.4,30.9,99.5,year,Asia,,,,,,,,,,,,,,,,,,,101096.9822485207
145,truck driver,Energy,japan,2026,52.83,48.06,98.4,79120.08,77211.42,-2.41,8.52,29.18,3.11,1,Medium,75.61500000000001,2.41,51.375,1.643013,47.5,14.7,32.8,56.8,30.3,118.3,year,Asia,,,,,,,,,,,,,,,,,,,162550.35789473684
146,data analyst,Retail,germany,2023,45.62,43.22,86.44,86785.19,89759.54,3.43,9.57,79.38,84.48,2,Medium,66.03,3.43,45.209,38.539776,62.9,26.1,45.3,50.9,56.2,107.6,year,Europe,,,,,,,,,,,,,,,,,,,142701.97138314784
147,hr manager,Education,japan,2024,63.27,66.47,13.12,33903.14,34569.41,1.97,12.09,81.69,48.15,5,High,38.195,1.97,29.835000000000004,30.464505,50.7,15.1,33.8,55.4,30.9,99.5,year,Asia,,,,,,,,,,,,,,,,,,,68184.2406311637
148,mechanical engineer,Transportation,brazil,2022,18.21,15.48,68.56,81636.71,81308.87,-0.4,-9.31,15.78,58.2,3,Low,43.385000000000005,0.4,27.972000000000005,10.59822,33.2,8.3,21.5,28.2,25.2,27.8,year,South America,,,,,,,,,,,,,,,,,,,244906.234939759
149,truck driver,Retail,canada,2022,43.83,49.05,31.04,84626.42,80798.71,-4.52,-19.24,64.0,29.17,2,Medium,37.435,4.52,28.200000000000003,12.785211,70.2,34.3,53.4,70.0,67.9,88.0,year,North America,,,,,,,,,,,,,,,,,,,115097.8774928775
150,data analyst,Manufacturing,australia,2020,48.65,55.66,77.99,34754.26,31393.61,-9.67,4.52,31.78,98.67,5,Medium,63.31999999999999,9.67,45.758,48.002955,73.5,34.9,55.0,67.2,70.3,107.3,year,Oceania,,,,,,,,,,,,,,,,,,,42712.39455782313
151,accountant,Manufacturing,germany,2025,19.97,19.97,61.82,114295.8,111770.27,-2.21,5.27,39.38,51.77,4,Low,40.895,2.21,27.197,10.338469,58.4,22.4,42.4,56.7,57.5,127.1,year,Europe,,,,,,,,,,,,,,,,,,,191387.448630137
152,hr manager,Retail,india,2026,16.15,15.19,3.32,39429.42,35480.09,-10.02,2.19,61.08,68.95,2,Low,9.735,10.02,10.462,11.135425,18.9,4.3,12.4,21.6,15.6,76.4,year,Asia,,,,,,,,,,,,,,,,,,,187725.34391534392
153,hr manager,Manufacturing,australia,2021,66.04,58.12,16.75,42548.14,48502.14,13.99,14.25,12.84,93.62,3,High,41.395,13.99,35.638000000000005,61.826648000000006,84.1,38.4,62.3,81.1,76.3,99.3,year,Oceania,,,,,,,,,,,,,,,,,,,57671.985731272296
154,software engineer,Healthcare,canada,2020,5.0,5.08,70.91,134516.29,146558.1,8.95,11.35,40.55,81.48,1,Low,37.955,8.95,25.958,4.074000000000001,67.6,30.7,50.0,63.7,63.5,95.1,year,North America,,,,,,,,,,,,,,,,,,,216801.9230769231
155,financial analyst,Retail,uk,2025,15.61,18.07,54.76,128075.73,154654.79,20.75,-1.89,57.38,73.16,4,Low,35.185,20.75,28.897,11.420276,59.2,30.0,46.3,54.8,65.3,119.9,year,Europe,,,,,,,,,,,,,,,,,,,261241.19932432432
156,data analyst,Technology,canada,2023,5.71,4.71,24.71,49145.36,47571.0,-3.2,9.24,97.83,33.69,4,Low,15.21,3.2,10.657,1.923699,66.1,33.4,50.4,64.2,62.8,102.1,year,North America,,,,,,,,,,,,,,,,,,,71968.22995461423
157,truck driver,Education,uk,2020,37.75,42.12,65.87,89783.49,105293.97,17.28,9.36,30.56,99.63,3,Medium,51.81,17.28,40.045,37.610325,67.3,29.8,49.4,51.3,74.1,91.7,year,Europe,,,,,,,,,,,,,,,,,,,156454.63595839526
158,truck driver,Finance,india,2023,93.24,98.84,19.95,111627.39,108754.36,-2.57,-11.69,88.14,72.72,4,High,56.595,2.57,44.052,67.80412799999999,22.4,5.5,14.3,23.3,15.7,64.6,year,Asia,,,,,,,,,,,,,,,,,,,485510.53571428574
159,data analyst,Technology,uk,2021,51.99,50.44,34.59,74524.65,76197.37,2.24,15.47,49.48,72.53,5,Medium,43.290000000000006,2.24,31.845,37.708347,71.0,31.6,52.2,56.4,74.7,82.6,year,Europe,,,,,,,,,,,,,,,,,,,107320.23943661971
160,hr manager,Finance,germany,2020,44.07,50.65,90.07,80606.51,85864.66,6.52,-10.76,92.11,21.07,5,Medium,67.07,6.52,46.605,9.285549,65.3,27.1,47.0,49.2,61.6,102.4,year,Europe,,,,,,,,,,,,,,,,,,,131492.58805513018
161,teacher,Manufacturing,brazil,2023,53.61,56.43,73.31,45788.12,48050.19,4.94,7.61,26.17,23.75,4,Medium,63.46,4.94,44.919,12.732375,34.7,8.3,22.1,29.3,26.4,28.7,year,South America,,,,,,,,,,,,,,,,,,,138473.17002881842
162,truck driver,Retail,singapore,2022,93.0,81.13,85.44,89073.34,93915.37,5.44,1.29,50.08,51.48,5,High,89.22,5.44,64.464,47.8764,84.0,66.4,75.8,77.1,61.2,91.3,year,Asia,,,,,,,,,,,,,,,,,,,111804.01190476191
163,marketing specialist,Technology,india,2026,35.15,36.45,16.35,76929.78,66969.83,-12.95,16.61,79.61,13.09,2,Medium,25.75,12.95,22.85,4.601135,18.9,4.3,12.4,21.6,15.6,76.4,year,Asia,,,,,,,,,,,,,,,,,,,354337.72486772493
164,customer support rep,Retail,india,2021,92.89,91.17,23.61,38819.61,39117.83,0.77,-7.83,40.33,82.89,2,High,58.25,0.77,44.47,76.996521,25.2,5.8,15.9,26.3,17.7,47.1,year,Asia,,,,,,,,,,,,,,,,,,,155229.48412698414
165,accountant,Finance,uk,2020,40.16,36.13,61.71,114813.27,110810.28,-3.49,1.51,13.3,73.64,4,Medium,50.935,3.49,35.623999999999995,29.573824,67.3,29.8,49.4,51.3,74.1,91.7,year,Europe,,,,,,,,,,,,,,,,,,,164651.23328380386
166,truck driver,Energy,canada,2020,71.47,70.74,84.42,126680.42,139732.09,10.3,7.39,28.53,11.19,2,High,77.945,10.3,57.004000000000005,7.997492999999999,67.6,30.7,50.0,63.7,63.5,95.1,year,North America,,,,,,,,,,,,,,,,,,,206704.275147929
167,hr manager,Retail,japan,2020,28.88,23.77,53.12,142392.68,152824.94,7.33,4.19,38.45,50.72,2,Low,41.0,7.33,29.687,14.647936,83.3,26.0,55.9,81.8,48.9,87.3,year,Asia,,,,,,,,,,,,,,,,,,,183463.31332533015
168,hr manager,Manufacturing,singapore,2020,12.91,11.09,98.66,145814.24,159175.61,9.16,8.46,50.93,51.56,5,Low,55.785,9.16,37.51,6.656396000000001,81.1,63.3,72.6,66.8,59.0,89.0,year,Asia,,,,,,,,,,,,,,,,,,,196270.78914919854
169,customer support rep,Healthcare,canada,2026,59.22,63.17,13.97,33596.83,37319.97,11.08,-5.4,28.17,67.34,2,Medium,36.595,11.08,31.203000000000003,39.878748,63.0,31.5,48.9,69.6,64.1,119.4,year,North America,,,,,,,,,,,,,,,,,,,59238.04761904762
170,data analyst,Technology,uk,2026,67.89,56.87,67.26,83250.03,81662.59,-1.91,7.17,72.34,83.81,3,High,67.575,1.91,47.907,56.89860900000001,67.8,32.1,51.9,62.8,72.9,122.6,year,Europe,,,,,,,,,,,,,,,,,,,120446.29793510324
171,marketing specialist,Retail,japan,2020,76.12,81.7,49.72,104141.67,106235.95,2.01,15.51,12.73,93.09,4,High,62.92,2.01,45.967000000000006,70.86010800000001,83.3,26.0,55.9,81.8,48.9,87.3,year,Asia,,,,,,,,,,,,,,,,,,,127534.1536614646
172,hr manager,Transportation,canada,2024,58.27,62.38,21.57,109066.26,126881.48,16.33,-6.46,19.59,65.78,5,Medium,39.92,16.33,34.678000000000004,38.330006,68.4,36.0,53.1,70.7,64.0,83.3,year,North America,,,,,,,,,,,,,,,,,,,185499.23976608185
173,truck driver,Energy,india,2024,94.96,77.8,97.72,78828.96,81362.18,3.21,9.22,61.03,73.84,1,High,96.34,3.21,68.26299999999999,70.11846399999999,22.2,6.2,14.6,23.5,15.6,60.7,year,Asia,,,,,,,,,,,,,,,,,,,366496.3063063063
174,teacher,Education,canada,2020,71.5,68.75,32.7,110111.21,116689.25,5.97,12.01,81.8,43.56,1,High,52.1,5.97,40.201,31.1454,67.6,30.7,50.0,63.7,63.5,95.1,year,North America,,,,,,,,,,,,,,,,,,,172617.23372781067
175,customer support rep,Technology,canada,2024,82.25,69.75,54.45,30691.04,27326.46,-10.96,-9.4,45.66,69.55,1,High,68.35,10.96,52.523,57.204875,68.4,36.0,53.1,70.7,64.0,83.3,year,North America,,,,,,,,,,,,,,,,,,,39950.9649122807
176,accountant,Energy,brazil,2025,37.2,36.44,23.75,74790.21,87070.88,16.42,15.1,65.75,46.35,4,Medium,30.475,16.42,26.931000000000004,17.242200000000004,25.6,7.2,17.4,25.9,22.5,42.3,year,South America,,,,,,,,,,,,,,,,,,,340120.625
177,hr manager,Healthcare,singapore,2025,36.59,41.9,51.91,87501.83,75342.81,-13.9,-11.45,62.22,53.36,4,Medium,44.25,13.9,34.379000000000005,19.524424,79.1,67.0,73.7,70.8,53.5,93.8,year,Asia,,,,,,,,,,,,,,,,,,,95250.0758533502
178,data analyst,Energy,australia,2023,42.55,47.06,81.3,116174.77,124991.6,7.59,7.81,31.91,92.7,3,Medium,61.925,7.59,43.687,39.44385,75.3,39.0,57.9,73.3,66.2,110.9,year,Oceania,,,,,,,,,,,,,,,,,,,165991.50066401064
179,mechanical engineer,Finance,uk,2022,14.22,16.69,35.16,42170.5,35031.22,-16.93,4.02,35.64,30.73,4,Low,24.69,16.93,21.315,4.3698060000000005,69.7,31.8,51.9,56.6,76.8,88.8,year,Europe,,,,,,,,,,,,,,,,,,,50260.0
180,truck driver,Retail,singapore,2026,81.21,82.48,31.13,103240.05,93023.13,-9.9,14.41,47.22,12.19,5,High,56.17,9.9,44.793,9.899499,87.7,73.1,81.2,77.3,55.5,105.5,year,Asia,,,,,,,,,,,,,,,,,,,106069.70353477765
181,software engineer,Energy,india,2022,12.68,13.6,18.14,93019.61,87425.71,-6.01,8.2,61.06,25.66,3,Low,15.41,6.01,12.317,3.2536880000000004,24.4,5.3,15.5,26.4,17.6,49.7,year,Asia,,,,,,,,,,,,,,,,,,,358302.09016393445
182,mechanical engineer,Finance,singapore,2026,77.4,76.9,80.6,96027.19,97229.68,1.25,0.71,95.63,60.16,5,High,79.0,1.25,55.515,46.56384,87.7,73.1,81.2,77.3,55.5,105.5,year,Asia,,,,,,,,,,,,,,,,,,,110866.22576966931
183,software engineer,Energy,singapore,2020,57.34,66.16,22.81,55445.38,47668.58,-14.03,22.5,85.59,90.0,2,Medium,40.075,14.03,33.988,51.606,81.1,63.3,72.6,66.8,59.0,89.0,year,Asia,,,,,,,,,,,,,,,,,,,58777.53390875463
184,financial analyst,Education,japan,2025,34.74,31.08,78.05,62976.72,61119.23,-2.95,17.48,70.08,9.55,4,Medium,56.395,2.95,38.196,3.317670000000001,45.6,14.1,31.6,54.5,29.4,119.8,year,Asia,,,,,,,,,,,,,,,,,,,134033.39912280702
185,software engineer,Manufacturing,canada,2024,43.67,42.83,58.66,50161.7,53340.84,6.34,9.14,29.51,9.57,2,Medium,51.165,6.34,36.968,4.179219000000001,68.4,36.0,53.1,70.7,64.0,83.3,year,North America,,,,,,,,,,,,,,,,,,,77983.6842105263
186,hr manager,Energy,japan,2020,11.65,12.32,60.71,95603.69,90273.86,-5.57,-8.7,63.5,49.68,1,Low,36.18,5.57,24.544,5.78772,83.3,26.0,55.9,81.8,48.9,87.3,year,Asia,,,,,,,,,,,,,,,,,,,108371.98079231693
187,marketing specialist,Manufacturing,uk,2022,79.14,67.64,69.51,78518.25,91691.27,16.78,-0.54,72.32,99.13,5,High,74.325,16.78,57.543,78.451482,69.7,31.8,51.9,56.6,76.8,88.8,year,Europe,,,,,,,,,,,,,,,,,,,131551.31994261118
188,software engineer,Transportation,india,2021,8.99,7.56,72.43,99406.43,95637.66,-3.79,2.96,17.71,89.42,1,Low,40.71,3.79,26.462000000000003,8.038858,25.2,5.8,15.9,26.3,17.7,47.1,year,Asia,,,,,,,,,,,,,,,,,,,379514.52380952385
189,truck driver,Finance,uk,2023,38.43,35.72,22.67,72599.56,72847.0,0.34,-2.7,16.09,80.04,3,Medium,30.55,0.34,22.275,30.759372000000003,61.5,30.3,46.6,47.7,67.9,98.9,year,Europe,,,,,,,,,,,,,,,,,,,118450.40650406505
190,financial analyst,Retail,singapore,2026,26.36,26.78,88.01,108105.28,86551.95,-19.94,8.74,39.97,66.95,4,Low,57.185,19.94,42.929,17.648020000000002,87.7,73.1,81.2,77.3,55.5,105.5,year,Asia,,,,,,,,,,,,,,,,,,,98690.93500570125
191,truck driver,Manufacturing,japan,2024,94.59,100.71,55.78,117678.06,109381.62,-7.05,4.44,60.61,95.76,2,High,75.185,7.05,56.68500000000001,90.579384,50.7,15.1,33.8,55.4,30.9,99.5,year,Asia,,,,,,,,,,,,,,,,,,,215742.84023668637
192,teacher,Manufacturing,brazil,2025,22.27,23.96,20.09,94299.32,93250.47,-1.11,-4.04,78.05,34.76,2,Low,21.18,1.11,15.268,7.741052,25.6,7.2,17.4,25.9,22.5,42.3,year,South America,,,,,,,,,,,,,,,,,,,364259.6484375
193,data analyst,Retail,singapore,2022,46.54,52.04,92.72,58157.05,51804.48,-10.92,1.84,99.32,92.7,5,Medium,69.63,10.92,49.708,43.14258,84.0,66.4,75.8,77.1,61.2,91.3,year,Asia,,,,,,,,,,,,,,,,,,,61672.0
194,hr manager,Technology,canada,2025,47.8,54.34,52.1,104830.28,106843.54,1.92,1.91,21.49,82.61,3,Medium,49.95,1.92,35.326,39.48758,58.7,30.3,46.1,65.3,59.9,109.1,year,North America,,,,,,,,,,,,,,,,,,,182016.2521294719
195,marketing specialist,Energy,uk,2023,64.74,70.15,3.62,66375.4,61158.37,-7.86,-8.31,17.89,93.7,5,High,34.18,7.86,29.34,60.66138,61.5,30.3,46.6,47.7,67.9,98.9,year,Europe,,,,,,,,,,,,,,,,,,,99444.50406504066
